Observatoire des territoires - ANCT; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : Communes (2024); ; ; ; ; ; ; ; ; ; 
Code;Libellé;Nombre d'Arrêtés de Catastrophes Naturelles publiés au J.O.;Evolution Surface agricole utilisée (SAU) (2010-2020) 2020;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Superficie 2021;Consommation d'espaces naturels, agricoles et forestiers (ENAF) entre le 1er janvier 2009 et le 1er janvier 2023;Population au dernier recensement 2021
64545;Urrugne;15;6;12.5;0.6;37.7;49.2;50.6;79.3;10543
64546;Urt;20;6.4;6.9;0;35.3;52.2;19;18.1;2339
64547;Ustaritz;20;-4.5;13.8;0;45.5;39.8;32.8;61.5;7476
64548;Uzan;9;-1.5;0;0;9;91;6.2;4.5;164
64549;Uzein;9;1.1;16.3;0;1.2;80.8;16.2;27.4;1289
64550;Uzos;7;-7.2;14.1;0;41.3;44.6;3.5;8.5;828
64551;Verdets;6;10.7;0;0;8.4;91.6;5.6;4.1;298
64552;Vialer;12;2.8;0;0;17.3;82.7;7.3;0.8;160
64554;Viellenave-d'Arthez;10;31.1;0.9;0;5.9;93.2;3.9;4.7;221
64555;Viellenave-de-Navarrenx;9;-24.7;0;0;19.9;80.1;5.7;1.8;165
64556;Vielleségure;9;-9;1.9;0;28.9;69.2;14.3;8.1;387
64557;Vignes;11;-0.3;3.2;0;22.8;74;8;7.6;449
64558;Villefranque;27;3;16;0;37.3;46.7;17.2;60.2;2893
64559;Viodos-Abense-de-Bas;7;5;9.2;0;37.4;53.4;12.7;9.9;748
64560;Viven;8;-13.2;0;0;20.4;79.6;3.6;9.1;176
65001;Adast;15;3.4;23.5;0;19.3;57.3;1;4.5;300
65002;Adé;5;-24.2;7.7;0;48.5;43.8;7.2;9.4;828
65003;Adervielle-Pouchergues;8;13.6;2.8;0;88.8;8.4;9.1;1.6;153
65004;Agos-Vidalos;13;13.1;18.7;0;62.4;18.9;6.1;4.1;400
65005;Allier;7;0;12;0;23.3;64.7;3.7;4.2;439
65006;Ancizan;9;23.7;0.8;0;94.2;5;40;2.2;279
65007;Andrest;8;0.9;21;0;1.4;77.6;6.2;7.8;1360
65009;Anères;10;20;0;0;24.4;75.6;2.7;2;169
65010;Angos;7;0;9.4;0;14.9;75.7;3;2.9;225
65011;Les Angles;7;-53.4;0;0;31.3;68.7;3.1;0.1;130
65012;Anla;5;-18.5;0.2;0;23.4;76.4;2.9;1.3;75
65013;Ansost;5;-11.1;0;0;0;100;2.2;1;57
65014;Antichan;5;466.7;0;0;12.4;87.6;1.2;0.8;40
65015;Antin;6;5.4;0;0;15.7;84.3;7.5;1;98
65016;Antist;7;-63.2;0;0;34.3;65.7;2.4;2;186
65017;Aragnouet;11;76.9;0;0;95.9;2.5;108.3;38.7;250
65018;Arbéost;9;-24;0;0;82.9;17.1;14.9;2.4;80
65019;Arcizac-Adour;6;-17.7;14.8;0;15.1;70.1;5.1;5.8;580
65020;Arcizac-ez-Angles;8;5.3;0;0;30.3;69.7;1.9;1.7;260
65021;Arcizans-Avant;6;16.4;2.4;0;85;12.6;15;2.5;390
65022;Arcizans-Dessus;9;-19.5;0;0;62.9;37.1;5;1.2;114
65023;Ardengost;5;-18.8;0;0;100;0;5.8;0;12
65024;Argelès-Bagnères;5;-18.2;0;0;7.7;92.3;2.6;0.6;102
65025;Argelès-Gazost;9;-26.8;61.7;0;10.8;27.6;3;9.5;2850
65026;Aries-Espénan;8;5.8;0;0;24.3;75.7;5.6;0.8;81
65028;Arné;6;3.1;3.3;0;15.7;81;8.3;2.2;190
65029;Arras-en-Lavedan;8;77.4;1.1;0;82.8;16;24.7;4.6;495
65031;Arreau;9;-58.8;7.6;0;80.4;12;11.1;5.4;752
65032;Arrens-Marsous;19;4.1;0.6;0;88.6;9.9;100.6;10.4;691
65033;Arrodets-ez-Angles;7;-4.2;0;0;58.6;41.4;4.8;0.7;113
65034;Arrodets;5;-39.4;0;0;50;50;1;0.3;22
65035;Artagnan;6;9.7;13.2;0;7.6;79.2;4.9;3.2;512
65036;Artalens-Souin;5;-23.8;0;0;38.4;61.6;3.9;2;130
65037;Artiguemy;6;0;0;0;25.1;74.9;3;1.3;86
65038;Artigues;5;67.2;0;0;46.1;54;1.5;0;13
65039;Aspin-Aure;7;23.2;0;0;82.7;17.3;12.3;0.1;40
65040;Aspin-en-Lavedan;8;-27.5;13.4;0;51.2;35.3;1.8;0.9;308
65041;Asque;7;34.9;0;0;86.8;13.2;15.8;0.5;120
65042;Asté;9;-8.7;2.7;0;88;9.2;26.7;2.5;577
65043;Astugue;9;21;0;0;37.9;62.1;8;1;266
65044;Aubarède;6;21.8;9.8;0;53;37.2;4.8;2;289
65045;Aucun;9;16.4;1.9;0;79.1;19;12.9;4.1;240
65046;Aulon;8;-25.9;0;0;100;0;28.8;0.1;97
65047;Aureilhan;9;0.6;42;0;7.3;50.7;9.4;19.4;7982
65048;Aurensan;5;76.3;8.9;0;19.5;71.5;7.1;5.7;776
65049;Auriébat;7;-6.1;0;0;12.4;87.6;16.1;1.9;241
65050;Avajan;8;-30.4;6.5;0;82.8;10.7;3.3;0.7;80
65051;Aventignan;8;-11.6;0;0;31.9;62.7;5.2;1.5;209
65052;Averan;5;20.2;0;0;69.3;30.7;4.3;0.7;79
65053;Aveux;9;-39.2;0;0;70.7;29.3;3.1;0;42
65054;Avezac-Prat-Lahitte;7;2.8;4.5;0;43.1;52.4;17.8;3.9;591
65055;Ayros-Arbouix;6;29.8;1.8;0;35;63.3;2.7;4.8;345
65056;Ayzac-Ost;8;2.4;19.8;0;35.4;44.8;3.1;4.7;453
65057;Azereix;5;-4.4;7.9;2.7;34;55.4;15.2;6.3;973
65058;Azet;8;19.2;0;0;89.1;10.9;26.6;0.2;143
65059;Bagnères-de-Bigorre;19;-9.6;3.3;0;86.7;9.8;125.9;13;7000
65060;Banios;5;-32.4;0;0;77.4;22.6;5.3;0.3;64
65061;Barbachen;6;124.4;0;0;4.6;95.4;3;0.4;45
65062;Barbazan-Debat;10;-65.1;20.6;0;45.8;33.6;9.8;13.2;3500
65063;Barbazan-Dessus;6;-15.8;0;0;33.4;66.6;4.2;1.8;173
65064;Bareilles;5;-1.7;0;0;92.4;7.6;20.8;0.7;42
65065;Barlest;5;-20.8;0;0;25.2;74.8;4;2.3;306
65066;Barrancoueu;5;0;0;0;100;0;3.8;0.1;35
65067;Barry;5;-30.1;4.6;0;61.3;34;2.5;1.3;131
65068;Barthe;5;61.8;0;0;33.4;66.6;1.4;0.4;25
65069;La Barthe-de-Neste;9;5.1;18.9;0;25.6;55.5;7.6;7.5;1234
65070;Bartrès;5;5.2;5.6;0;28.2;66.1;7.3;6.3;535
65071;Batsère;5;300;0;0;35.1;64.9;2.3;0.3;31
65072;Bazet;6;49.1;47.1;0;6.3;39;2.8;10.2;1880
65073;Bazillac;6;-50.2;4.5;0;16.8;78.7;10.3;5.7;361
65074;Bazordan;7;-3.7;0;0;24.9;75.1;9.2;2.4;109
65075;Bazus-Aure;8;56.8;13.9;0;50;36.1;2;1.1;140
65076;Bazus-Neste;8;11.5;0;0;41.2;58.8;2.5;1.2;54
65077;Beaucens;8;40.1;1.5;0;89;8.1;36.8;4.1;421
65078;Beaudéan;8;42.4;0.1;0;73;27;16.7;2.9;401
65079;Bégole;6;-8.9;0;0;43.9;56.1;10.2;1.3;193
65080;Bénac;8;-19.1;8.1;0;39.7;52.2;7.9;5.8;538
65081;Benqué-Molère;9;384.6;0;0;43.6;56.4;3.8;1.4;136
65082;Berbérust-Lias;7;3.6;0;0;77;23;5.7;0.5;46
65083;Bernac-Debat;6;-11.4;14.9;0;7.8;77.4;3.9;7.1;730
65084;Bernac-Dessus;5;27.8;5.7;0;11.4;82.9;4.6;0.9;285
65085;Bernadets-Debat;5;3.5;0;0;39.7;60.3;8.8;0.5;103
65086;Bernadets-Dessus;6;12.7;0;0;44.2;55.8;7.9;1.3;148
65087;Bertren;7;-15.3;11.8;0;50.8;37.4;2.7;0.6;162
65088;Betbèze;6;15.9;0;0;37.4;62.6;3.5;0.2;49
65089;Betpouey;7;-35.1;0;0;89.8;10.2;16.2;0.4;82
65090;Betpouy;7;-17.8;0;0;33.5;66.5;4.2;0.5;76
65091;Bettes;5;44.6;0;0;40.5;59.5;3.4;0.2;59
65092;Beyrède-Jumet-Camous;12;-49.5;0;0;92.9;7.1;19.2;0.8;227
65093;Bize;5;10.5;0;0;55.5;44.5;13;2.3;209
65094;Bizous;8;11.5;0;0;34.6;65.4;3.2;0.9;128
65095;Bonnefont;7;-15.5;0;0;29.6;70;15.4;1.7;324
65096;Bonnemazon;5;22;0;0;49.9;50.1;5;1.5;69
65097;Bonrepos;7;-12.8;3.1;0;17.3;79.7;8.8;2.8;191
65098;Boô-Silhen;8;8.9;0;0;52.1;47.9;3.1;1.2;326
65099;Bordères-Louron;10;-24;0;0;93.2;6.8;17.4;1.1;135
65100;Bordères-sur-l'Échez;9;-6.4;21.5;0;17.4;61.1;15.9;32.6;5407
65101;Bordes;9;-1.5;5.2;0;22.5;71.9;11.2;7.7;755
65102;Bouilh-Devant;6;-26.7;0;0;24.8;75.2;3;0.3;20
65103;Bouilh-Péreuilh;5;34.1;0;0;45.1;54.9;7.8;2.1;115
65104;Boulin;6;-3;10.8;0;39;50.2;2.5;1.8;301
65105;Bourg-de-Bigorre;9;2.4;0;0;50.2;49.8;7.9;1.7;196
65106;Bourisp;9;118.9;14;0;39.9;46.2;1.9;2.5;182
65107;Bourréac;5;10.4;0;0;12.7;87.3;1.3;0.9;112
65108;Bours;5;2.3;12.2;0;0;77.4;4.7;8.7;888
65109;Bramevaque;5;18.3;0;0;86.7;13.3;3.8;0.1;30
65110;Bugard;7;-27.9;0;0;17.3;80.6;5.3;0.5;97
65111;Bulan;5;-20.2;0;0;49.4;50.6;3.4;0.2;61
65112;Bun;5;-21;0;0;55.8;44.2;2.8;2.6;154
65113;Burg;7;0.1;0;0;15.8;84.2;12.6;3.7;285
65114;Buzon;5;23.6;0;0;7.6;92.4;4.4;0.5;79
65115;Cabanac;5;-16.6;6.3;0;22.2;71.5;5.6;2.1;299
65116;Cadéac;8;310.2;10.2;0;87.3;2.6;6.2;2.2;297
65117;Cadeilhan-Trachère;7;-84.8;1.1;0;98.6;0.4;4.9;0;44
65118;Caharet;5;-2;0;0;52.8;47.2;1.2;0.4;33
65119;Caixon;7;7.2;4.9;0;28.1;67;8.6;2;351
65120;Calavanté;10;-27.6;26.8;0;0;73.2;2.1;3.7;335
65121;Camalès;5;8.5;12.5;0;8.4;79;4.7;0.6;382
65123;Campan;12;11;0.3;0;85.7;14;95.4;11.1;1288
65124;Camparan;6;-25.8;0;0;79.9;20.1;2.4;0.6;53
65125;Campistrous;6;21;2.8;0;17.4;79.8;10.1;6.6;312
65126;Campuzan;6;23.8;0;0;38.1;57.8;6.6;5.5;142
65127;Capvern;10;-5.2;8.5;0;35.4;56.1;21.8;20.7;1267
65128;Castelbajac;6;-3.9;4.5;0;34.4;61;8.2;2.5;141
65129;Castelnau-Magnoac;11;6.9;4.7;0;5.2;87.3;12.6;9.6;779
65130;Castelnau-Rivière-Basse;8;39.1;1.7;0;25.4;72.8;18.5;5.7;637
65131;Castelvieilh;7;-31.7;11.4;0;32.2;56.4;5.3;2.2;242
65132;Castéra-Lanusse;5;-2.6;0;0;54.5;45.5;0.9;0.8;45
65133;Castéra-Lou;7;-3.2;5.4;0;27.2;67.4;4.8;0.6;229
65134;Casterets;6;1.5;0;0;19.7;80.3;1.9;0;16
65135;Castillon;6;-43;0;0;42.8;57.2;3.3;0.7;79
65136;Caubous;7;7.3;0;0;28.3;71.7;3.8;0.3;31
65137;Caussade-Rivière;6;-29.1;0;0;16.8;83.2;6.2;0.6;97
65138;Cauterets;12;-28.7;0.9;0;98.3;0.6;156.8;4.6;866
65139;Cazarilh;5;86.7;0;0;62.2;37.8;3.1;0.2;53
65140;Cazaux-Debat;9;-30.4;0;0;75;25;1.5;0.2;31
65141;Cazaux-Fréchet-Anéran-Camors;8;33.3;0;0;84.3;15.6;12.3;2.1;63
65142;Chelle-Debat;8;-2.7;0;0;31.4;68.6;8.7;2.3;210
65143;Chelle-Spou;11;21.3;0;0;37.8;62.2;4.6;0.9;109
65144;Cheust;6;-5.5;0;0;49.7;50.3;3.1;0.1;86
65145;Chèze;9;-2.6;0;0;94.7;5.3;10.1;0.2;49
65146;Chis;5;-15.7;15.1;0;4.5;67.9;3.7;2.5;307
65147;Cieutat;6;5;3.5;0;36.3;60.2;18.8;3.9;609
65148;Cizos;8;-19.9;0;0;13.4;86.6;7.6;2.4;135
65149;Clarac;6;-12.7;4.2;0;39.5;56.3;6.4;1.5;160
65150;Clarens;8;13.6;7.6;0;30.5;61.9;11.3;5.8;491
65151;Collongues;9;29.4;0;0;14;86;2.1;1.6;150
65153;Coussan;5;-2.5;0;0;30.6;68.5;3.1;1.6;117
65154;Créchets;5;N/A - résultat non disponible;0;0;59.9;40.1;1;0.1;50
65155;Devèze;6;4.3;0;0;25;75;5;1.3;50
65156;Dours;6;-19;8.5;0;35.3;56.2;5;1.1;212
65157;Ens;5;-19.6;0;0;85.8;14.2;3.5;0.1;23
65158;Esbareich;5;13.3;0;0;78.3;21.7;8.7;0;77
65159;Escala;9;-9.6;1.8;0;11.2;87;3.9;1;352
65160;Escaunets;5;27.3;0;0;12.7;80.7;6.2;0.7;119
65161;Escondeaux;7;-6.6;12.3;0;0.4;87.3;3.8;3.4;281
65162;Esconnets;6;-43.4;0;0;40.2;59.8;2.3;0.9;32
65163;Escots;6;89.2;0;0;60.7;39.3;4.1;0.1;43
65164;Escoubès-Pouts;6;-13.6;0;0;47.4;52.6;2.8;0.4;98
65165;Esparros;8;-8.9;0;0;86.6;13.4;32.6;1.9;173
65166;Espèche;9;-44.7;0;0;55.5;44.5;2.7;0.6;46
65167;Espieilh;5;39.3;0;0;35.1;64.9;2.1;0.4;25
65168;Esquièze-Sère;10;-1.9;29.1;0;14.8;56.1;1.5;1.8;413
65169;Estaing;9;-1.9;0;0;96.9;3.1;71.5;0.9;94
65170;Estampures;5;-17.9;0;0;5.2;94.8;5.6;1.1;75
65171;Estarvielle;5;-24.3;0;0;5.1;94.9;0.8;1;38
65172;Estensan;7;-40.7;0;0;23.8;76.2;1.5;0.3;42
65173;Esterre;7;-66.7;6.6;0;72.7;20.7;1.7;1.8;188
65174;Estirac;6;52.9;0;0;19.2;80.8;5.2;1.7;102
65175;Ferrère;6;35.8;0;0;98.9;1.1;57.6;0.6;39
65176;Ferrières;7;-12.2;0;0;95.2;4.8;17;0;81
65177;Fontrailles;7;35.4;0;0;4.4;95.6;9;2;167
65178;Fréchède;5;-13.1;0;0;59.4;40.6;5.4;0;52
65179;Fréchendets;6;N/A - résultat non disponible;0;0;53.8;46.2;2;0.4;26
65180;Fréchet-Aure;6;N/A - résultat non disponible;0;0;97.2;2.8;3.4;0.2;15
65181;Fréchou-Fréchet;5;-15.3;2.4;0;12.8;84.8;3;2.7;172
65182;Gaillagos;6;9.2;0;0;67.4;32.6;8.5;4.2;133
65183;Galan;8;9.6;4.1;0;25.2;70.7;14.1;1.6;697
65184;Galez;12;1;0;0;25.4;74.6;7.3;4.4;171
65185;Gardères;5;-11.7;2.1;0;4.1;88.2;15.2;6.3;442
65186;Gaudent;5;-24.9;0;0;48.1;51.9;1.6;0.2;34
65187;Gaussan;8;43.2;0;0;24.7;75.3;7.7;1;95
65189;Gayan;7;-38.6;15.9;0;0;84.1;2.8;1.2;272
65190;Gazave;6;-26.7;0;0;79.1;20.9;7.2;0.1;70
65191;Gazost;8;9.6;0;0;96.5;3.5;40.6;0.4;125
65192;Gavarnie-Gèdre;17;-2.7;0;0;97;3;227.1;3.5;341
65193;Gembrie;7;N/A - résultat non disponible;0;0;23.6;76.4;1;0.5;91
65194;Générest;6;-11.4;0;0;73.1;26.9;11.8;1.7;94
65195;Génos;10;26.8;2.8;0;91.3;5;23.6;2.4;136
65196;Gensac;5;7;0;0;5.7;94.3;3.4;1.7;89
65197;Ger;9;25.4;9.1;0;54.7;36.3;1.9;1.9;156
65198;Gerde;6;17.2;10.9;0;38.1;51;6.9;3.1;1168
65199;Germ;7;-2.1;20;0;79.9;0.1;12.6;0.3;34
65200;Germs-sur-l'Oussouet;8;29.2;0;0;72.5;27.5;13;0.4;104
65201;Geu;12;90.3;3.7;0;70.4;25.9;2.7;1.1;185
65202;Gez;6;14.6;11.2;0;52.6;36.2;3.9;2.3;328
65203;Gez-ez-Angles;6;-59.1;0;0;55.5;44.5;2.4;0.2;25
65204;Gonez;5;-21.3;0;0;35.1;59.2;1.1;0.2;29
65205;Gouaux;5;100;0;0;95.4;4.6;6;0.2;55
65206;Goudon;7;-17;3.6;0;13;83.3;7.5;4.3;235
65207;Gourgue;6;-3.7;0;0;42.7;57.3;1.5;0.6;62
65208;Grailhen;5;N/A - résultat non disponible;0;0;100;0;6.1;0;23
65209;Grézian;9;-4.4;0.1;0;61.9;38;2;0.9;75
65210;Grust;8;-41.9;16.5;0;80.4;3.1;9.5;0.4;35
65211;Guchan;8;4.2;10.4;0;46.5;43;2.6;1.3;151
65212;Guchen;5;N/A - résultat non disponible;6.9;0;82.5;10.6;5.6;2.1;325
65213;Guizerix;7;-4.8;0;0;18.6;81.4;7.2;1.3;121
65214;Hachan;6;-14.3;0;0;15.6;84.4;1.9;0.8;45
65215;Hagedet;5;-48.9;0;0;31.6;68.4;2.2;0.1;43
65216;Hauban;5;-15.1;0;0;12.7;87.3;2.1;0.1;99
65217;Hautaget;5;-2.2;0;0;18.1;81.9;1.4;0.4;58
65218;Hèches;12;-32.1;0.8;0;83.8;15.4;35.4;3.8;601
65219;Hères;6;-62.6;4.8;0;7.5;79.7;5.9;1.5;108
65220;Hibarette;8;22.7;17.5;0;28.8;53.7;1.5;2.6;235
65221;Hiis;7;-46;0;0;16.9;83.1;3;1.7;261
65222;Hitte;5;-28.8;0;0;17;83;2.9;0.7;146
65223;Horgues;9;22.7;17.7;0;0;82.3;4.5;10.9;1189
65224;Houeydets;6;-2;0;0;34.2;65.8;7.5;4.8;282
65225;Hourc;7;-0.8;0;0;13.8;86.2;2;1.3;109
65226;Ibos;10;-3.4;11.1;0;27.1;61.9;32.9;61.7;2919
65228;Ilhet;9;-21.3;1;0;53.9;45.1;8;0.5;121
65229;Ilheu;5;-15.9;0;0;58.1;41.9;2;0.3;50
65230;Izaourt;9;16.1;24.7;0;25.3;50;2.4;2.5;256
65231;Izaux;9;-8.6;6.3;0;34.1;59.6;5.3;2;200
65232;Jacque;5;-6.7;13.1;0;14.2;72.7;1.9;0.7;66
65233;Jarret;8;75.7;0;0;45.8;54.2;4.4;1.5;308
65234;Jézeau;7;129.4;0.2;0;90.1;9.7;12.2;0.4;100
65235;Juillan;10;-42.5;35;4.3;1.3;59.4;8.2;17.5;4022
65236;Julos;7;-26;6.1;0;18.1;75.8;5.9;5.9;463
65237;Juncalas;14;-27.2;0;0;29.4;70.6;3.5;0.4;159
65238;Labassère;8;3;0;0;44.7;55.3;10.1;1.2;234
65239;Labastide;7;-6.9;0;0;31.3;68.7;5.6;1.3;149
65240;Labatut-Rivière;9;3.1;4.5;0;15.7;78.9;12.7;3.2;377
65241;Laborde;8;-37.3;0;0;14;86;1.8;0.3;85
65242;Lacassagne;7;-4.2;5.7;0;6.3;88;6.7;2.1;243
65243;Lafitole;6;9.7;8.9;0;13.1;78;8.7;3.6;445
65244;Lagarde;8;-32.2;6.9;0;49.8;43.4;4.9;3.7;530
65245;Lagrange;7;20.9;0;0;23.4;76.6;3.6;3.3;248
65247;Arrayou-Lahitte;8;8.3;0;0;60.2;39.8;4.8;0.2;100
65248;Lahitte-Toupière;6;-44.8;5.8;0;39.1;55;5.6;1.6;260
65249;Lalanne;10;14.1;0;0;19;81;6.6;1.8;100
65250;Lalanne-Trie;6;-4.3;2.4;0;17.7;79.9;4.9;4.5;117
65251;Laloubère;7;-20.4;64;0;0;35.9;4;6.3;1869
65252;Lamarque-Pontacq;8;-11.7;3.2;2.5;14.5;79.8;10.8;9;873
65253;Lamarque-Rustaing;6;52.1;0;0;27.7;68;2.8;0.2;54
65254;Laméac;6;-3.6;0;0;29.8;70.2;5.3;4.3;143
65255;Lançon;5;-76.9;0;0;79.9;20.1;2.8;0.7;31
65256;Lanespède;6;-38.2;0.2;0;63.4;36.4;4.5;0.5;145
65257;Lanne;6;27.9;13.3;0;23.9;62.8;5.8;4.3;599
65258;Lannemezan;8;-31;37.2;0;20.4;42.3;19;39.4;5810
65259;Lansac;6;-2.2;0.2;0;18.7;69.9;3.9;3.4;181
65260;Lapeyre;6;-1.5;0;0;31.7;68.3;3.6;1.7;91
65261;Laran;8;29.1;0;0;26.7;73.3;3.4;1.7;47
65262;Larreule;8;16;5.5;0;15.8;78.8;10.1;1.3;384
65263;Larroque;8;-16.9;5.1;0;28.2;60.8;6.9;2;94
65264;Lascazères;5;-30.8;3.9;0;20.7;75.5;9.2;4.4;307
65265;Laslades;7;9.4;11;0;37.4;45.9;5.3;4;330
65266;Lassales;6;33.1;0;0;36;64;2.5;0.5;39
65267;Lau-Balagnas;10;-34;27.4;0;24.7;47.9;2.9;5.8;515
65268;Layrisse;7;14.3;0;0;34.9;65.1;3.3;2.4;237
65269;Lescurry;5;16.1;0;0;14.8;85.2;5;2.7;164
65270;Lespouey;7;2;11.7;0;8.6;76;3;2.2;204
65271;Lézignan;7;23.5;10.6;0;14.1;75.3;2.6;0.8;357
65272;Lhez;6;21.1;0;0;47.6;52.4;0.9;0.4;77
65273;Liac;5;-0.6;9;0;0.6;90.4;4.2;0.6;198
65274;Libaros;7;7.6;0;0;18.8;80.9;9.1;1.1;138
65275;Lies;5;6;0;0;55.3;44.7;3.7;0.3;75
65276;Lizos;6;-8.4;0;0;26.3;73.7;1.7;0.7;116
65277;Lombrès;7;91.5;0;0;28;72;1.4;0.6;90
65278;Lomné;5;-1.1;0;0;53.8;46.2;2.9;0.2;33
65279;Lortet;9;-0.9;0.9;0;20.9;78.3;3.6;2.2;213
65280;Loubajac;6;-15.4;3.9;0;17.4;78.7;6.6;4.7;438
65281;Loucrup;5;-25.5;0;0;20.5;79.5;3.6;3;258
65282;Loudenvielle;9;26.5;0.6;0;90.5;7.6;43.4;4.1;323
65283;Loudervielle;5;123.5;2.2;0;76.4;21.4;5.4;0.6;48
65284;Louey;6;-17;33.4;0;22.8;43.8;6.1;8.8;1089
65285;Louit;6;-2.5;0;0;31.5;68.5;5;1.7;192
65286;Lourdes;19;-18.3;23.7;0;55.1;20;36.9;24.2;13509
65287;Loures-Barousse;8;N/A - résultat non disponible;23.6;0;12;64.5;2.2;4;623
65288;Lubret-Saint-Luc;6;-7.6;0;0;35.3;64.7;5.6;1.2;58
65289;Luby-Betmont;6;65.5;0;0;26.6;73.4;7.2;1.4;107
65290;Luc;5;-8.6;8.2;0;26.4;65.4;4.9;3;178
65291;Lugagnan;8;N/A - résultat non disponible;0;0;48.4;51.6;0.8;0.6;153
65292;Luquet;5;14.5;5.7;0;4.8;84.8;8.2;4.8;419
65293;Lustar;6;26.8;0;0;11.8;88.2;4.9;1.4;97
65294;Lutilhous;5;40.6;14.2;0;41;44.8;3.9;1.5;217
65295;Luz-Saint-Sauveur;10;-11.9;1.4;0;95.8;2.8;50.4;3.9;921
65296;Madiran;9;-5.9;1.9;0;21.3;76.8;15;2.9;426
65297;Mansan;5;31.6;0;0;20.2;79.8;2.1;1.1;40
65298;Marquerie;5;-4.2;0;0;40.3;59.7;3.5;0.5;85
65299;Marsac;5;3.9;21.1;0;12.5;66.4;1.6;1.6;225
65300;Marsas;5;-39.6;0;0;67.2;32.8;2.8;0.5;66
65301;Marseillan;8;50;12;0;28.5;59.6;4.4;6;266
65303;Mascaras;8;4.6;11.7;0;16.8;71.5;4.8;4.2;375
65304;Maubourguet;8;18.6;14.1;0;9.4;76.5;22;20.8;2245
65305;Mauléon-Barousse;6;N/A - résultat non disponible;4.7;0;73.3;22;5.5;0.2;101
65306;Mauvezin;10;17.2;0;0;55.4;44.6;9.8;3.9;237
65307;Mazères-de-Neste;9;-44.2;12.1;0;9.5;77.9;3.4;3;341
65308;Mazerolles;6;-2.1;0;0;7.8;92.2;6.3;0.6;108
65309;Mazouau;6;26.1;0;0;67.9;32.1;1.4;0.1;14
65310;Mérilheu;5;-33.3;0;0;15.5;84.5;3.4;1.7;232
65311;Mingot;5;-22.4;0;0;47;53;1.7;1.2;98
65313;Momères;7;12.4;27;0;0;73;2.3;8.1;732
65314;Monfaucon;6;-30.2;0;0;7;93;10.4;2.4;206
65315;Monléon-Magnoac;10;2.2;0;0;36.2;63.8;19.7;5.6;412
65316;Monlong;8;0.3;3.5;0;42;54.5;7.2;0.8;107
65317;Mont;5;-27.3;0;0;85.2;14.8;8.4;0;34
65318;Montastruc;11;-8.1;3.7;0;32.5;63.8;12.3;4.3;234
65319;Montégut;8;-29.2;0;0;59.9;34.2;6.9;35.3;131
65320;Montgaillard;8;-9.4;7.6;0;24.6;67.8;9.6;5;825
65321;Montignac;7;-5.3;0;0;32.2;67.8;1.1;0.3;139
65322;Montoussé;8;-14.7;0;0;14.8;85.2;7.9;1.5;250
65323;Montsérié;7;-25.6;0;0;39.3;60.7;2.2;1.6;79
65324;Moulédous;6;23.6;0;0;52.9;47.1;7;7;215
65325;Moumoulous;5;-2.4;0;0;28.2;71.8;3.4;0.2;44
65326;Mun;5;0;0;0;40.9;59.1;4.8;0.7;80
65327;Nestier;8;5.6;5.6;0;27.7;64.8;4.9;3.9;186
65328;Neuilh;7;-28.1;0;0;60.3;39.7;2.4;1;94
65329;Nistos;7;0.3;0;0;80.8;19.2;32.6;1.5;209
65330;Nouilhan;7;-0.7;10.7;0;23.1;66.2;4.5;1.4;227
65331;Odos;12;35.4;27.7;0.2;3.1;69;8.8;16.1;3303
65332;Oléac-Debat;7;-44;0;0;29.3;70.7;1.9;3.4;177
65333;Oléac-Dessus;5;-29.1;0;0;33;67;3.7;1.1;112
65334;Omex;7;-36.2;2.5;0;68.5;29;5.5;1.5;226
65335;Ordizan;7;24;5.4;0;34.5;60;5.9;4.2;517
65336;Organ;6;-15.2;0;0;38.4;61.6;2.7;0.5;30
65337;Orieux;5;-5.9;0;0;27.6;69.9;8.2;2.4;107
65338;Orignac;5;3.6;2.8;0;35.7;61.5;9.9;0.5;250
65339;Orincles;8;17.2;4.4;0;41.3;54.4;5.9;1.9;350
65340;Orleix;9;32.2;18.1;0;25.7;56.2;8.3;11.8;1944
65341;Oroix;5;19.6;3.8;0;32;64.2;8.9;1.5;104
65342;Osmets;6;-20.6;0;0;66.3;33.7;4.9;0.2;92
65343;Ossen;6;-10.1;0;0;77.4;22.6;6.9;1.3;237
65344;Ossun;7;10.4;8.5;3;45.2;43.3;27.6;9.1;2351
65345;Ossun-ez-Angles;5;65.5;0;0;62.2;37.8;2.1;0.8;58
65346;Oueilloux;5;-14.1;6.3;0;44.7;49;4.4;2.2;155
65347;Ourde;6;-5.4;0;0;84.3;15.7;5.6;0.1;47
65348;Ourdis-Cotdoussan;5;27.9;0;0;78.3;21.7;4.8;0.3;44
65349;Ourdon;6;68.1;0;0;87.6;12.4;2.7;0;13
65350;Oursbelille;6;11.3;8.4;0;22.9;68.8;11.3;10.6;1207
65351;Ousté;7;25;0;0;68.9;31.1;2.4;0.1;35
65352;Ouzous;5;59.8;5.6;0;84.7;9.7;4.8;1.9;214
65353;Ozon;9;5.4;4;0;39.6;56.5;9.1;2.1;244
65354;Pailhac;8;-10;0;0;72.6;27.4;1;1.2;79
